paper_id,doi,title,publication_year,publication_date,cited_by_count,type,authors,concepts
p2508,https://doi.org/10.1016/j.artmed.2020.101923,Deep learning to find colorectal polyps in colonoscopy: A systematic literature review,2020,8/1/2020,124,review,Luisa F. Sánchez‐Peralta; Luis Bote-Curiel; Artzai Picón; Francisco M. Sánchez‐Margallo; J. Blas Pagador,Computer science; Artificial intelligence; Colonoscopy; Convolutional neural network; Machine learning
p2509,https://doi.org/10.1109/iccv.2015.162,Semantic Image Segmentation via Deep Parsing Network,2015,12/1/2015,605,preprint,Ziwei Liu; Xiaoxiao Li; Ping Luo; Chen Change Loy; Xiaoou Tang,Computer science; Markov random field; Pascal (unit); Parsing; Artificial intelligence
p2510,https://doi.org/10.1109/smartgrid.2010.5622076,Two Market Models for Demand Response in Power Networks,2010,10/1/2010,299,article,Lijun Chen; Na Li; Steven H. Low; John C. Doyle,Demand response; Oligopoly; Supply and demand; Computer science; Dynamic demand
p2511,https://doi.org/10.1016/j.neuroimage.2010.09.052,Multivariate dynamical systems models for estimating causal interactions in fMRI,2010,9/28/2010,117,article,Srikanth Ryali; Kaustubh Supekar; Tianwen Chen; Vinod Menon,Functional magnetic resonance imaging; Multivariate statistics; Computer science; Context (archaeology); Artificial intelligence
p2512,https://doi.org/10.1109/cvpr.2016.110,Social LSTM: Human Trajectory Prediction in Crowded Spaces,2016,6/1/2016,2951,article,Alexandre Alahi; Kratarth Goel; Vignesh Ramanathan; Alexandre Robicquet; Li Fei-Fei,Trajectory; Computer science; Artificial intelligence; Task (project management); Sequence (biology)
p2513,https://doi.org/10.25217/ji.v5i1.914,Teachers’ Elementary School in Online Learning of COVID-19 Pandemic Conditions,2020,6/6/2020,407,article,Irfan Fauzi; Iman Hermawan Sastra Khusuma,Pandemic; Coronavirus disease 2019 (COVID-19); Context (archaeology); Online learning; The Internet
p2514,https://doi.org/10.1109/cvpr42600.2020.00153,Neural Network Pruning With Residual-Connections and Limited-Data,2020,6/1/2020,103,article,Jian-Hao Luo; Jianxin Wu,Computer science; Residual; Pruning; Artificial intelligence; Machine learning
p2515,https://doi.org/10.1007/11669463_5,PAQ: Time Series Forecasting for Approximate Query Answering in Sensor Networks,2006,1/1/2006,257,book-chapter,Daniela Tulone; Samuel Madden,Computer science; Wireless sensor network; Autoregressive model; Outlier; Data mining
p2516,https://doi.org/10.1523/jneurosci.16-22-07376.1996,Contextual Modulation in Primary Visual Cortex,1996,11/15/1996,891,article,Karl Zipser; Victor A. F. Lamme; Peter H. Schiller,Receptive field; Visual cortex; Perception; Macaque; Luminance
p2517,https://doi.org/10.17615/v9dj-6b88,Reinforcement Learning Trees,2015,1/1/2015,9,article,Ruoqing Zhu; Donglin Zeng; Michael R. Kosorok,Reinforcement; Reinforcement learning; Psychology; Computer science; Artificial intelligence
p2518,https://doi.org/10.1007/978-3-030-01246-5_2,Progressive Neural Architecture Search,2018,1/1/2018,1903,book-chapter,Chenxi Liu; Barret Zoph; Maxim Neumann; Jonathon Shlens; Hua Wei,Computer science; Reinforcement learning; Artificial intelligence; Convolutional neural network; Artificial neural network
p2519,https://doi.org/10.1023/a:1025619426553,,2003,1/1/2003,139,article,Alan Fern; Robert Givan,Boosting (machine learning); Computer science; Machine learning; Artificial intelligence; Ensemble learning
p2520,https://doi.org/10.1109/cvpr.2015.7298965,Fully convolutional networks for semantic segmentation,2015,6/1/2015,31658,preprint,Jonathan Long; Evan Shelhamer; Trevor Darrell,Computer science; Artificial intelligence; Segmentation; Convolutional neural network; Pattern recognition (psychology)
p2521,https://doi.org/10.1177/0013164416669201,Three Insights from a Bayesian Interpretation of the One-Sided<i>P</i>Value,2016,10/5/2016,98,article,Maarten Marsman; Eric‐Jan Wagenmakers,Null hypothesis; Bayesian probability; p-value; Mathematics; Null (SQL)
p2522,https://doi.org/10.58729/1941-6687.1215,Naive Bayes Classification of Public Health Data with Greedy Feature Selection,2014,6/19/2014,17,article,Stephanie J. Hickey,Naive Bayes classifier; Feature selection; Computer science; Machine learning; Data mining
p2523,https://doi.org/10.1103/revmodphys.78.275,The kernel polynomial method,2006,3/24/2006,951,article,Alexander Weiße; Gerhard Wellein; Andreas Alvermann; Holger Fehske,Physics; Chebyshev polynomials; Kernel (algebra); Statistical physics; Monte Carlo method
p2524,https://doi.org/10.1103/physrevb.67.161103,Low-temperature Lanczos method for strongly correlated systems,2003,4/24/2003,71,article,Markus Aichhorn; Maria Daghofer; Hans Gerd Evertz; Wolfgang von der Linden,Lanczos resampling; Hubbard model; Omega; Ground state; Physics
p2525,https://doi.org/10.1007/s11257-011-9118-4,Explaining the user experience of recommender systems,2012,3/9/2012,692,article,Bart P. Knijnenburg; Martijn C. Willemsen; Zeno Gantner; Hakan Soncu; Chris Newell,Recommender system; Computer science; Situational ethics; Perception; Preference
p2526,https://doi.org/10.1613/jair.2584,Interactive Policy Learning through Confidence-Based Autonomy,2009,1/23/2009,216,article,Sonia Chernova; Manuela Veloso,Computer science; Autonomy; Task (project management); Component (thermodynamics); Policy learning
p2527,https://doi.org/10.1187/cbe.09-01-0002,Replacing Lecture with Peer-led Workshops Improves Student Learning,2009,9/1/2009,164,article,Ralph W. Preszler,Interactivity; Underrepresented Minority; Mathematics education; Medical education; Psychology
p2528,https://doi.org/10.3102/00346543047001001,Field-Dependent and Field-Independent Cognitive Styles and Their Educational Implications,1977,3/1/1977,2034,article,Herman A. Witkin; Carol Ann Moore; DR Goodenough; Patricia W. Cox,Field dependence; Field (mathematics); Psychology; Cognition; Cognitive style
p2529,https://doi.org/10.1017/s0962492910000061,Inverse problems: A Bayesian perspective,2010,5/1/2010,1649,article,Andrew M. Stuart,Computer science; Bayesian probability; Inverse problem; Regularization (linguistics); Perspective (graphical)
p2530,https://doi.org/10.48550/arxiv.1511.04119,Action Recognition using Visual Attention,2015,1/1/2015,355,preprint,Shikhar Sharma; Ryan Kiros; Ruslan Salakhutdinov,Computer science; Task (project management); Action (physics); Focus (optics); Artificial intelligence
p2531,https://doi.org/10.1109/cvpr.2015.7298641,Deformable part models are convolutional neural networks,2015,6/1/2015,409,article,Ross Girshick; Forrest Iandola; Trevor Darrell; Jitendra Malik,Computer science; Convolutional neural network; Pascal (unit); Artificial intelligence; Pattern recognition (psychology)
p2532,https://doi.org/10.1109/cvpr.2019.01096,Attention Branch Network: Learning of Attention Mechanism for Visual Explanation,2019,6/1/2019,450,article,Hiroshi Fukui; Tsubasa Hirakawa; Takayoshi Yamashita; Hironobu Fujiyoshi,Computer science; Convolutional neural network; Artificial intelligence; Mechanism (biology); Image (mathematics)
p2533,https://doi.org/10.1109/spw.2019.00015,Exploring Adversarial Examples in Malware Detection,2019,5/1/2019,178,article,Octavian Suciu; Scott E. Coull; Jeffrey Johns,Malware; Computer science; Convolutional neural network; Robustness (evolution); Adversarial system
p2534,https://doi.org/10.48550/arxiv.1904.00760,Approximating CNNs with Bag-of-local-Features models works surprisingly well on ImageNet,2019,1/1/2019,201,preprint,Wieland Brendel; Matthias Bethge,Computer science; Constraint (computer-aided design); Feature (linguistics); Artificial intelligence; Pattern recognition (psychology)
p2535,https://doi.org/10.1016/0095-0696(78)90006-2,Hedonic housing prices and the demand for clean air,1978,3/1/1978,1759,article,David Harrison; Daniel L. Rubinfeld,Metropolitan area; Willingness to pay; Air quality index; Economics; Damages
p2536,https://doi.org/10.18653/v1/p18-1166,Accelerating Neural Transformer via an Average Attention Network,2018,1/1/2018,116,article,Biao Zhang; Deyi Xiong; Jinsong Su,Computer science; Transformer; Decoding methods; Parallelizable manifold; Artificial neural network
p2537,https://doi.org/10.1109/iccv.2019.00887,EGNet: Edge Guidance Network for Salient Object Detection,2019,10/1/2019,1036,article,Jiaxing Zhao; Jiangjiang Liu; Deng-Ping Fan; Yang Cao; Jufeng Yang,Salient; Computer science; Artificial intelligence; Leverage (statistics); Enhanced Data Rates for GSM Evolution
p2538,https://doi.org/10.61603/ceas.v2i1.33,Auto-Encoding Variational Bayes,2024,2/7/2024,918,article,Yan-Kun Chen; Jingxuan Liu; Lingyun Peng; Yiqi Wu; Yige Xu,Bayes' theorem; Encoding (memory); Computer science; Bayesian probability; Mathematics
p2539,https://doi.org/10.18653/v1/n18-2074,Self-Attention with Relative Position Representations,2018,1/1/2018,1896,article,Peter Shaw; Jakob Uszkoreit; Ashish Vaswani,Position (finance); Computer science; Position paper; Artificial intelligence; World Wide Web
p2540,https://doi.org/10.1007/s10579-012-9197-9,"Creating a live, public short message service corpus: the NUS SMS corpus",2012,8/23/2012,111,article,Tao Chen; Min‐Yen Kan,Short Message Service; Computer science; Metadata; World Wide Web; Artifact (error)
p2541,https://doi.org/10.1145/1276318.1276363,Opinion mining in legal blogs,2007,6/4/2007,99,article,Jack G. Conrad; Frank Schilder,Scope (computer science); Computer science; Sentiment analysis; Data science; Pace
p2542,https://doi.org/10.18653/v1/2020.findings-emnlp.17,Few-shot Natural Language Generation for Task-Oriented Dialog,2020,1/1/2020,162,article,Baolin Peng; Chenguang Zhu; Chunyuan Li; Xiujun Li; Jinchao Li,Dialog box; Computer science; Natural language generation; Benchmark (surveying); Task (project management)
p2543,https://doi.org/10.2139/ssrn.3518482,Principled Artificial Intelligence: Mapping Consensus in Ethical and Rights-Based Approaches to Principles for AI,2020,1/1/2020,641,article,Jessica Fjeld; Nele Achten; Hannah Hilligoss; Ádám Nagy; Madhulika Srikumar,Consensus conference; Engineering ethics; Political science; Management science; Artificial intelligence
p2544,https://doi.org/10.1145/3544777,Pivotal Tuning for Latent-based Editing of Real Images,2022,6/21/2022,289,article,Daniel Roich; Ron Mokady; Amit H. Bermano; Daniel Cohen‐Or,Computer science; Regularization (linguistics); Leverage (statistics); Generator (circuit theory); Image editing
p2545,https://doi.org/10.1080/10590501.2016.1166879,New clues on carcinogenicity-related substructures derived from mining two large datasets of chemical compounds,2016,3/17/2016,28,article,Azadi Golbamaki; Emilio Benfenati; Nazanin Golbamaki; Alberto Manganaro; Erinç Merdivan,Carcinogen; Computer science; Class (philosophy); Data mining; Molecular descriptor
p2546,https://doi.org/10.53941/ijndi.2023.100018,On the Formal Evaluation of the Robustness of Neural Networks and Its Pivotal Relevance for AI-Based Safety-Critical Domains,2023,12/21/2023,13,article,Mohamed Ibn Khedher; Houda Jmila; Mounîm A. El‐Yacoubi,Robustness (evolution); Computer science; Artificial neural network; Artificial intelligence; Machine learning
p2547,https://doi.org/10.48550/arxiv.1701.06548,Regularizing Neural Networks by Penalizing Confident Output Distributions,2017,1/1/2017,446,preprint,Gabriel Pereyra; George Tucker; Jan Chorowski; Łukasz Kaiser; Geoffrey E. Hinton,Treebank; Smoothing; Hyperparameter; MNIST database; Computer science
p2548,https://doi.org/10.1007/978-3-030-58526-6_31,Stable Low-Rank Tensor Decomposition for Compression of Convolutional Neural Network,2020,1/1/2020,85,book-chapter,Anh Huy Phan; Konstantin Sobolev; Konstantin Sozykin; Dmitry Ermilov; Julia Gusak,Convolutional neural network; Tensor (intrinsic definition); Computer science; Rank (graph theory); Degeneracy (biology)
p2549,https://doi.org/10.1007/s10676-011-9279-1,Can we trust robots?,2011,9/3/2011,139,article,Mark Coeckelbergh,Robot; Existentialism; Argument (complex analysis); Agency (philosophy); Individualism
p2550,https://doi.org/10.1609/aaai.v33i01.33015329,Explainable Reasoning over Knowledge Graphs for Recommendation,2019,7/17/2019,639,article,Xiang Wang; Dingxian Wang; Canran Xu; Xiangnan He; Yixin Cao,Computer science; Exploit; Semantics (computer science); Embedding; Pooling
p2551,https://doi.org/10.3133/pp1348,The geologic history of the Moon,1987,1/1/1987,1031,article,D. E. Wilhelms; John F. McCauley; N.J. Trask,Impact crater; Geology; Crust; Ejecta; Structural basin
p2552,https://doi.org/10.1016/b978-0-444-81643-6.50027-3,PROCEEDINGS OF THE INTERNATIONAL SCHOOL OF PHYSICS ≪ENRICO FERMI≫,1993,1/1/1993,1591,book-chapter,,Fermi Gamma-ray Space Telescope; Physics; International school; Engineering physics; Condensed matter physics
p2553,https://doi.org/10.1186/1472-6920-13-57,Computer literacy and E-learning perception in Cameroon: the case of Yaounde Faculty of Medicine and Biomedical Sciences,2013,4/19/2013,147,article,Georges Bediang; Béat Stoll; Antoine Geissbühler; Axel Maximo Klohn; Astrid Stückelberger,The Internet; Medical education; Information and Communications Technology; Computer literacy; Internet access
p2554,https://doi.org/10.1145/3240323.3240343,Spectral collaborative filtering,2018,9/27/2018,200,preprint,Lei Zheng; Chun-Ta Lu; Fei Jiang; Jiawei Zhang; Philip S. Yu,Collaborative filtering; Bipartite graph; Computer science; Graph; Convolution (computer science)
p2555,https://doi.org/10.1109/cvpr.2015.7299155,Understanding deep image representations by inverting them,2015,6/1/2015,1825,article,Aravindh Mahendran; Andrea Vedaldi,Convolutional neural network; Artificial intelligence; Image (mathematics); Computer science; Scale-invariant feature transform
p2556,https://doi.org/10.3115/v1/d14-1198,Constructing Information Networks Using One Single Model,2014,1/1/2014,122,article,Qi Li; Heng Ji; Yu Hong; Sujian Li,Computer science; Representation (politics); Argument (complex analysis); Information extraction; State (computer science)
p2557,https://doi.org/10.19173/irrodl.v5i2.189,The Relationship Between Self-Regulation and Online Learning in a Blended Learning Context,2004,8/1/2004,379,article,Richard Lynch; Myron H. Dembo,Self-regulated learning; Blended learning; Psychology; Operationalization; Context (archaeology)
p2558,https://doi.org/10.1214/009053605000000426,Recursive Monte Carlo filters: Algorithms and theoretical analysis,2005,10/1/2005,160,article,Hans R. Künsch,Resampling; Monte Carlo method; Mathematics; Particle filter; Algorithm
p2559,https://doi.org/10.1109/jproc.2010.2044470,Sparse Representation for Computer Vision and Pattern Recognition,2010,5/10/2010,1809,article,John Wright; Yi Ma; Julien Mairal; Guillermo Sapiro; Thomas S. Huang,Computer science; Bridging (networking); Fidelity; Sparse approximation; Representation (politics)
p2560,https://doi.org/10.1109/tpami.2021.3095381,ProtTrans: Toward Understanding the Language of Life Through Self-Supervised Learning,2021,7/7/2021,1026,article,Ahmed Elnaggar; Michael Heinzinger; Christian Dallago; Ghalia Rehawi; Yu Wang,Computer science; Artificial intelligence; Machine learning; Language acquisition; Natural language processing
